Palabra;Grupo;Entidad;Frecuencia;Porcentaje;Pareto;Polaridad;Negativa;Neutra;Positiva;Puntuacion;Critica;Molestia;Duda;Disgusto;Miedo;Alegria;Tristeza;Sorpresa;Confianza
luis;NOMBRE;;827;0,06%;1;;;;;;;;;;;;;;
codigo;CODIGO;;821;0,06%;1;Neutra;0;1;0;0;no critico;0;0;0;0;0;0;0;0
hicieron;HACER;;819;0,06%;1;Neutra;0;1;0;0;no critico;0;0;0;0;0;0;0;0
haciendo;HAACER;;817;0,06%;1;;;;;;;;;;;;;;
enviar;ENVIAR;;817;0,06%;1;Neutra;0;1;0;0;no critico;0;8;0;0;0;0;0;8
sino;SINO;;816;0,06%;1;;;;;;;;;;;;;;
proximo;PROXIMO;;816;0,06%;1;;;;;;;;;;;;;;
motivo;MOTIVO;;813;0,06%;1;Neutra;0;1;0;0;no critico;0;0;0;0;0;0;0;0
tottus;MARCA;;811;0,06%;1;;;;;;;;;;;;;;
sera;SER;;808;0,06%;1;;;;;;;;;;;;;;
movimientos;MOVIMIENTOS;;804;0,06%;1;;;;;;;;;;;;;;
todavia;TODAVIA;;800;0,06%;1;;;;;;;;;;;;;;
ripley;MARCA;;798;0,06%;1;;;;;;;;;;;;;;
montos;MONTO;;797;0,06%;1;;;;;;;;;;;;;;
envie;ENVIAR;;793;0,06%;1;Neutra;0;1;0;0;no critico;0;8;0;0;0;0;0;8
campana;CAMPAÑA;;791;0,06%;1;;;;;;;;;;;;;;
salio;SALIR;;790;0,06%;1;;;;;;;;;;;;;;
exoneracion;EXONERAR;;785;0,06%;1;;;;;;;;;;;;;;
debido;DEBER;;784;0,06%;1;;;;;;;;;;;;;;
disculpe;DISCULPAR;;783;0,06%;1;Positiva;0;0;1;3;no critico;5;8;5;0;5;0;0;5
iban;IBA;;781;0,06%;1;Neutra;0;1;0;0;no critico;0;0;0;0;0;0;0;0
plaza;LUGAR;;775;0,06%;1;;;;;;;;;;;;;;
nuevo;NUEVO;;768;0,06%;1;Neutra;0;1;0;0;no critico;0;0;0;0;0;0;0;0
pues;PODRIA;;766;0,06%;1;Neutra;0;1;0;0;no critico;0;0;0;0;0;0;0;0
haber;HABIA;;758;0,05%;1;Neutra;0;1;0;0;no critico;0;0;0;0;0;0;0;0
penalidad;PENALIDAD;;756;0,05%;1;;;;;;;;;;;;;;
mil;NUMERO;;751;0,05%;1;;;;;;;;;;;;;;
nadie;NADIE;;750;0,05%;1;Neutra;0;1;0;0;no critico;0;0;0;0;0;0;0;0
segun;SEGUN;;745;0,05%;1;Neutra;0;1;0;0;no critico;0;0;0;0;0;0;0;0
misma;MISMO;;745;0,05%;1;Neutra;0;1;0;0;no critico;0;0;0;0;0;0;0;0
llamo;LLAMAR;;743;0,05%;1;Neutra;0;1;0;0;no critico;0;7;0;0;0;0;0;7
pedido;PEDIR;;741;0,05%;1;;;;;;;;;;;;;;
comunico;COMUNICAR;;739;0,05%;1;Neutra;0;1;0;0;no critico;0;8;0;0;0;0;8;0
todas;TODO;;738;0,05%;1;Neutra;0;1;0;0;no critico;0;0;0;0;0;0;0;0
solicito;SOLICITAR;;736;0,05%;1;Neutra;0;1;0;0;no critico;0;0;0;0;0;0;0;0
entel;MARCA;;736;0,05%;1;;;;;;;;;;;;;;
consultar;CONSULTAR;;731;0,05%;1;Neutra;0;1;0;0;no critico;0;8;0;8;0;0;0;0
espera;ESPERAR;;730;0,05%;1;Negativa;1;0;0;-5;no critico;10;6;10;0;0;0;0;0
persona;PERSONA;;729;0,05%;1;Neutra;0;1;0;0;no critico;0;0;0;0;0;0;0;0
esperando;ESPERAR;;728;0,05%;1;Negativa;1;0;0;-5;no critico;10;6;10;0;0;0;0;0
empresa;EMPRESA;;720;0,05%;1;Neutra;0;1;0;0;no critico;0;7;0;0;0;0;0;8
confirmacion;CONFIRMAR;;720;0,05%;1;Neutra;0;1;0;0;no critico;0;8;0;8;0;0;8;0
ademas;A DEMAS;;720;0,05%;1;Neutra;0;1;0;0;no critico;0;0;0;0;0;0;0;0
porq;POR QUE;;719;0,05%;1;;;;;;;;;;;;;;
comunicacion;COMUNICAR;;718;0,05%;1;Neutra;0;1;0;0;no critico;0;8;0;0;0;0;8;0
traves;A TRAVES;;711;0,05%;1;Neutra;0;1;0;0;no critico;0;0;0;0;0;0;0;0
extorno;EXTORNO;;711;0,05%;1;;;;;;;;;;;;;;
cambio;CAMBIO;;706;0,05%;1;Neutra;0;1;0;0;no critico;0;0;7;0;0;0;0;0
dicho;DECIR;;705;0,05%;1;Neutra;0;1;0;0;no critico;0;6;0;0;0;0;0;0
aprox;APROXIMADAMENTE;;705;0,05%;1;;;;;;;;;;;;;;
mora;MORA;;702;0,05%;1;;;;;;;;;;;;;;
iba;IR;;701;0,05%;1;;;;;;;;;;;;;;
llegado;LLEGAR;;696;0,05%;1;Neutra;0;1;0;0;no critico;0;7;0;0;0;0;0;7
vip;VIP;;695;0,05%;1;;;;;;;;;;;;;;
llega;LLEGAR;;695;0,05%;1;Neutra;0;1;0;0;no critico;0;0;0;0;0;0;0;0
tendre;TENER;;694;0,05%;1;;;;;;;;;;;;;;
pude;PODRIA;;690;0,05%;1;;;;;;;;;;;;;;
tampoco;TAMPOCO;;688;0,05%;1;Neutra;0;1;0;0;no critico;0;0;0;0;0;0;0;0
duda;DUDAR;;688;0,05%;1;Neutra;0;1;0;1;no critico;0;10;7;0;0;0;0;0
doble;DUPLICAR;;687;0,05%;1;;;;;;;;;;;;;;
cobrado;COBRAR;;687;0,05%;1;;;;;;;;;;;;;;
baja;BAJAR;;681;0,05%;1;Neutra;0;1;0;0;no critico;0;7;0;0;0;0;0;0
tramite;TRAMITAR;;678;0,05%;1;Neutra;0;1;0;0;no critico;0;10;0;0;0;0;0;0
coyuntura;COYUNTURA;;676;0,05%;1;;;;;;;;;;;;;;
tres;NUMERO;;675;0,05%;1;;;;;;;;;;;;;;
cancele;CANCELAR;;671;0,05%;1;Negativa;1;0;0;-3;critico;10;0;8;7;0;7;0;0
pagaria;PAGAR;;668;0,05%;1;;;;;;;;;;;;;;
cobren;COBRAR;;668;0,05%;1;;;;;;;;;;;;;;
podre;PODRÍA;;667;0,05%;1;;;;;;;;;;;;;;
mejor;MEJOR;;664;0,05%;1;Neutra;0;1;0;0;no critico;0;0;0;0;0;0;0;0
descuento;DESCUENTO;;660;0,05%;1;Negativa;1;0;0;-5;no critico;8;7;8;0;0;0;7;0
dependiente;DEPENDIENTE;;657;0,05%;1;;;;;;;;;;;;;;
esperare;ESPERAR;;654;0,05%;1;;;;;;;;;;;;;;
primero;PRIMER;;653;0,05%;1;Neutra;0;1;0;0;no critico;0;0;0;0;0;0;0;0
vencido;VENCER;;650;0,05%;1;Negativa;1;0;0;-2;no critico;0;0;0;0;0;0;0;0
tipo;TIPO;;650;0,05%;1;Neutra;0;1;0;0;no critico;0;0;0;0;0;0;0;0
quedo;QUEDAR;;650;0,05%;1;Neutra;0;1;0;0;no critico;0;0;0;0;0;0;0;0
gustaria;GUSTARIA;;650;0,05%;1;Neutra;0;1;0;0;no critico;0;9;0;0;0;0;0;4
mal;MAL;;645;0,05%;1;Neutra;0;1;0;1;no critico;0;4;0;0;0;0;0;0
compre;COMPRAR;;643;0,05%;1;Neutra;0;1;0;0;no critico;0;3;0;0;7;0;0;8
apoyo;APOYAR;;643;0,05%;1;Neutra;0;1;0;0;no critico;0;0;0;0;4;0;0;4
aplicativo;APLICATIVO;;640;0,05%;1;;;;;;;;;;;;;;
dieron;DAR;;639;0,05%;1;Neutra;0;1;0;0;no critico;0;0;0;0;0;0;0;0
tiendas;TIENDA;;637;0,05%;1;;;;;;;;;;;;;;
quiere;QUERER;;636;0,05%;1;Neutra;0;1;0;0;no critico;0;0;0;0;0;0;0;0
ingresar;INGRESAR;;634;0,05%;1;Neutra;0;1;0;0;no critico;0;0;0;0;0;0;0;0
queda;QUEDAR;;633;0,05%;1;;;;;;;;;;;;;;
revisar;REVISAR;;630;0,05%;1;;;;;;;;;;;;;;
dan;DAR;;628;0,05%;1;;;;;;;;;;;;;;
febrero;MES;;624;0,04%;1;Neutra;0;1;0;0;no critico;0;0;0;0;0;0;0;0
comunicar;COMUNICAR;;622;0,04%;1;;;;;;;;;;;;;;
habian;HABER;;621;0,04%;1;;;;;;;;;;;;;;
maximo;MAXIMO;;618;0,04%;1;;;;;;;;;;;;;;
afiliado;AFILIAR;;618;0,04%;1;Neutra;0;1;0;1;no critico;0;3;0;0;7;0;0;7
semanas;SEMANA;;616;0,04%;1;Neutra;0;1;0;0;no critico;0;0;0;0;0;0;0;0
envio;ENVIAR;;616;0,04%;1;Neutra;0;1;0;0;no critico;0;8;0;0;0;0;0;8
usar;USAR;;615;0,04%;1;;;;;;;;;;;;;;
plazo;PLAZO;;613;0,04%;1;;;;;;;;;;;;;;
llamando;LLAMAR;;611;0,04%;1;Neutra;0;1;0;0;no critico;0;7;0;0;0;0;0;7
indicar;INDICAR;;607;0,04%;1;Neutra;0;1;0;0;no critico;0;9;0;0;0;0;0;0
ingreso;INGRESAR;;606;0,04%;1;Neutra;0;1;0;0;no critico;0;0;0;0;0;0;0;0
demora;DEMORAR;;603;0,04%;1;Negativa;1;0;0;-5;no critico;8;0;8;0;0;0;0;0
supermercados;LUGAR;;601;0,04%;1;;;;;;;;;;;;;;
cero;NUMERO;;600;0,04%;1;;;;;;;;;;;;;;
solicitado;SOLICITAR;;596;0,04%;1;Neutra;0;1;0;0;no critico;0;0;0;0;0;0;0;0
anual;AÑO;;596;0,04%;1;Neutra;0;1;0;0;no critico;0;0;0;0;0;0;0;0
estaria;ESTAR;;595;0,04%;1;;;;;;;;;;;;;;
detalle;DETALLAR;;592;0,04%;1;Neutra;0;1;0;0;no critico;0;9;0;0;0;0;0;0
maria;NOMBRE;;591;0,04%;1;;;;;;;;;;;;;;
datos;DATOS;;588;0,04%;1;Neutra;0;1;0;0;no critico;0;9;0;9;0;0;5;0
cobraron;COBRAR;;588;0,04%;1;;;;;;;;;;;;;;
sigo;SEGUIR;;586;0,04%;1;;;;;;;;;;;;;;
seguir;SEGUIR;;586;0,04%;1;Neutra;0;1;0;0;no critico;0;0;0;0;0;0;0;0
joven;JOVEN;;584;0,04%;1;;;;;;;;;;;;;;
contestan;CONTESTAR;;583;0,04%;1;;;;;;;;;;;;;;
podrian;PODRÍA;;580;0,04%;1;Neutra;0;1;0;0;no critico;0;8;0;0;0;0;0;0
hora;HORARIO;;579;0,04%;1;Neutra;0;1;0;0;no critico;0;7;0;0;0;0;0;0
partir;PARTIR;;577;0,04%;1;;;;;;;;;;;;;;
cargos;CARGO;;570;0,04%;1;Negativa;1;0;0;-2;no critico;0;0;0;0;0;0;0;0
vencimiento;VENCER;;567;0,04%;1;;;;;;;;;;;;;;
cuento;CUENTA;;566;0,04%;1;Neutra;0;1;0;0;no critico;0;0;0;0;0;0;0;0
tratando;TRATAR;;565;0,04%;1;Neutra;0;1;0;0;no critico;0;0;0;0;0;0;0;0
pandemia;COVID;;565;0,04%;1;;;;;;;;;;;;;;
actual;ACTUAL;;563;0,04%;1;Neutra;0;1;0;0;no critico;0;0;0;0;0;0;0;0
volver;VOLVER;;562;0,04%;1;;;;;;;;;;;;;;
ayudarme;AYUDAR;;561;0,04%;1;Neutra;0;1;0;1;critico;0;0;0;0;8;0;7;9
estare;ESTARE;;560;0,04%;1;;;;;;;;;;;;;;
bbva;MARCA;;558;0,04%;1;;;;;;;;;;;;;;
viernes;FECHA;;558;0,04%;1;Neutra;0;1;0;0;no critico;0;0;0;0;0;0;0;0
hacen;HACER;;555;0,04%;1;Neutra;0;1;0;0;no critico;0;0;0;0;0;0;0;0
nueva;NUEVO;;553;0,04%;1;Neutra;0;1;0;0;no critico;0;0;0;0;0;0;0;0
recuerdo;RECORDAR;;552;0,04%;1;Neutra;0;1;0;0;no critico;0;0;0;0;0;0;0;0
ingrese;INGRESAR;;550;0,04%;1;;;;;;;;;;;;;;
salir;SALIR;;549;0,04%;1;;;;;;;;;;;;;;
tarde;ND;;540;0,04%;1;Negativa;1;0;0;-4;no critico;9;0;10;0;0;0;0;0
abonar;ABONAR;;539;0,04%;1;;;;;;;;;;;;;;
llamaron;LLAMAR;;535;0,04%;1;Neutra;0;1;0;0;no critico;0;7;0;0;0;0;0;7
pase;PASAR;;532;0,04%;1;;;;;;;;;;;;;;
encuentro;ENCONTRAR;;531;0,04%;1;Neutra;0;1;0;0;no critico;0;0;0;0;0;0;0;0
cargado;CARGO;;530;0,04%;1;Negativa;1;0;0;-3;no critico;0;0;0;0;0;0;0;0
cosa;COSA;;530;0,04%;1;;;;;;;;;;;;;;
transaccion;TRANSACCION;;528;0,04%;1;;;;;;;;;;;;;;
agradezco;AGREDECER;;527;0,04%;1;;;;;;;;;;;;;;
varios;VARIAS;;524;0,04%;1;Neutra;0;1;0;0;no critico;0;0;0;0;0;0;0;0
permite;PERMITIR;;524;0,04%;1;Neutra;0;1;0;0;no critico;0;0;0;0;0;0;0;0
cuantas;CUANTAS;;524;0,04%;1;;;;;;;;;;;;;;
digo;DECIR;;523;0,04%;1;;;;;;;;;;;;;;
intente;INTENTAR;;521;0,04%;1;;;;;;;;;;;;;;
hare;HACER;;521;0,04%;1;;;;;;;;;;;;;;
enviaron;ENVIAR;;521;0,04%;1;Neutra;0;1;0;0;no critico;0;8;0;0;0;0;0;8
puse;PONER;;518;0,04%;1;;;;;;;;;;;;;;
cantidad;CANTIDAD;;518;0,04%;1;;;;;;;;;;;;;;
eecc;CUENTA;;517;0,04%;1;;;;;;;;;;;;;;
vencio;VENCER;;515;0,04%;1;;;;;;;;;;;;;;
financiamiento;FINANCIAR;;511;0,04%;1;;;;;;;;;;;;;;
telefonica;TELEFONO;;510;0,04%;1;Negativa;1;0;0;-3;no critico;0;0;0;0;0;0;0;0
cualquier;CUALQUIER;;510;0,04%;1;Neutra;0;1;0;0;no critico;0;0;0;0;0;0;0;0
corto;CORTO;;507;0,04%;1;;;;;;;;;;;;;;
pagare;PAGAR;;503;0,04%;1;;;;;;;;;;;;;;
interbank;MARCA;;500;0,04%;1;;;;;;;;;;;;;;
aca;AQUÍ;;500;0,04%;1;;;;;;;;;;;;;;
puedan;PODRIA;;498;0,04%;1;Neutra;0;1;0;0;no critico;0;8;0;0;0;0;0;0
deudas;DEUDA;;497;0,04%;1;;;;;;;;;;;;;;
indico;INDICAR;;496;0,04%;1;;;;;;;;;;;;;;
senor;SEÑOR;;495;0,04%;1;Neutra;0;1;0;0;no critico;0;0;0;0;0;0;0;0
falta;FALTA;;494;0,04%;1;Neutra;0;1;0;0;no critico;0;0;0;0;0;0;0;0
corresponde;CORRESPONDER;;494;0,04%;1;;;;;;;;;;;;;;
cuales;CUAL;;494;0,04%;1;Neutra;0;1;0;0;no critico;0;0;0;0;0;0;0;0
atendio;ATENDER;;493;0,04%;1;;;;;;;;;;;;;;
unas;NUMERO;;492;0,04%;1;;;;;;;;;;;;;;
conmigo;CONMIGO;;492;0,04%;1;Neutra;0;1;0;0;no critico;0;0;0;0;0;0;0;0
cta;CUENTA;;491;0,04%;1;;;;;;;;;;;;;;
haga;HACER;;484;0,03%;1;;;;;;;;;;;;;;
afiliacion;AFILIAR;;483;0,03%;1;Neutra;0;1;0;1;no critico;0;3;0;0;7;0;0;7
sabado;DIA;;482;0,03%;1;;;;;;;;;;;;;;
menbresia;MEMBRESIA;;481;0,03%;1;;;;;;;;;;;;;;
activa;ACTIVAR;;480;0,03%;1;;;;;;;;;;;;;;
podido;PODRÍA;;473;0,03%;1;;;;;;;;;;;;;;
supone;SUPONER;;472;0,03%;1;;;;;;;;;;;;;;
procedimiento;PROCEDIMIENTO;;472;0,03%;1;Neutra;0;1;0;0;no critico;0;0;0;0;0;0;0;10
visa;MARCA;;468;0,03%;1;;;;;;;;;;;;;;
generar;GENERAR;;468;0,03%;1;;;;;;;;;;;;;;
debia;DEBER;;468;0,03%;1;;;;;;;;;;;;;;
acceder;ACCEDER;;463;0,03%;1;Neutra;0;1;0;0;no critico;0;0;0;2;0;0;0;3
afiliar;AFILIAR;;461;0,03%;1;Neutra;0;1;0;1;no critico;0;3;0;0;7;0;0;7
casi;CASI;;459;0,03%;1;;;;;;;;;;;;;;
decia;DECIR;;458;0,03%;1;;;;;;;;;;;;;;
aplica;APLICAR;;457;0,03%;1;;;;;;;;;;;;;;
falabella;MARCA;;456;0,03%;1;;;;;;;;;;;;;;
mensuales;MES;;455;0,03%;1;;;;;;;;;;;;;;
cobros;COBRAR;;455;0,03%;1;;;;;;;;;;;;;;
servicios;SERVICIO;;454;0,03%;1;Neutra;0;1;0;0;no critico;0;9;0;0;0;0;0;0
producto;PRODUCTO;;453;0,03%;1;;;;;;;;;;;;;;
varias;VARIAS;;452;0,03%;1;;;;;;;;;;;;;;
dentro;DENTRO;;452;0,03%;1;Neutra;0;1;0;0;no critico;0;0;0;0;0;0;0;0
costo;COSTO;;451;0,03%;1;Neutra;0;1;0;0;no critico;0;8;0;0;0;0;0;0
supermercado;SUPERMERCADO;;450;0,03%;1;;;;;;;;;;;;;;
vuelvo;VOLVER;;448;0,03%;1;;;;;;;;;;;;;;
minima;MINIMO;;447;0,03%;1;;;;;;;;;;;;;;
presente;PRESENTE;;446;0,03%;1;Neutra;0;1;0;0;no critico;0;0;0;0;0;0;0;0
justo;JUSTO;;446;0,03%;1;;;;;;;;;;;;;;
linio;MARCA;;441;0,03%;1;;;;;;;;;;;;;;
anos;AÑO;;438;0,03%;1;;;;;;;;;;;;;;
opciones;OPCION;;437;0,03%;1;Neutra;0;1;0;0;no critico;0;0;0;0;0;0;0;0
encuentra;ENCONTRAR;;437;0,03%;1;Neutra;0;1;0;0;no critico;0;0;0;0;0;0;0;0
sola;SOLEDAD;;435;0,03%;1;;;;;;;;;;;;;;
escribo;ESCRIBIR;;431;0,03%;1;Neutra;0;1;0;0;no critico;0;0;0;0;0;0;0;0
dado;DAR;;431;0,03%;1;;;;;;;;;;;;;;
pasando;PASAR;;429;0,03%;1;;;;;;;;;;;;;;
desempleo;DESEMPLEO;;429;0,03%;1;Negativa;1;0;0;-2;no critico;0;0;0;0;0;0;0;0
quise;QUERER;;426;0,03%;1;;;;;;;;;;;;;;
link;LINK;;426;0,03%;1;Neutra;0;1;0;0;no critico;0;0;0;0;0;0;0;0
normal;NORMAL;;425;0,03%;1;;;;;;;;;;;;;;
intentando;INTENTAR;;424;0,03%;1;;;;;;;;;;;;;;
bloqueada;BLOQUEO;;424;0,03%;1;;;;;;;;;;;;;;
cobraran;COBRAR;;423;0,03%;1;;;;;;;;;;;;;;
cancelado;CANCELAR;;421;0,03%;1;Neutra;0;1;0;-1;critico;0;0;0;0;0;0;0;0
fin;FIN;;419;0,03%;1;;;;;;;;;;;;;;
reflejado;REFLEJAR;;418;0,03%;1;;;;;;;;;;;;;;
diciendo;MES;;418;0,03%;1;;;;;;;;;;;;;;
evitar;EVITAR;;416;0,03%;1;Neutra;0;1;0;-1;no critico;0;0;0;0;0;0;0;0
exacto;EXACTO;;415;0,03%;1;;;;;;;;;;;;;;
manuel;MANERA;;414;0,03%;1;;;;;;;;;;;;;;
haria;HACER;;414;0,03%;1;;;;;;;;;;;;;;
compro;COMPRAR;;413;0,03%;1;;;;;;;;;;;;;;
jesus;NOMBRE;;412;0,03%;1;Neutra;0;1;0;1;no critico;0;0;0;0;0;0;0;0
realize;REALIZAR;;411;0,03%;1;;;;;;;;;;;;;;
viene;VENIR;;410;0,03%;1;;;;;;;;;;;;;;
martes;DIA;;409;0,03%;1;;;;;;;;;;;;;;
mayor;MAYOR;;406;0,03%;1;Neutra;0;1;0;0;no critico;0;0;0;0;0;0;0;0
llegar;LLEGAR;;404;0,03%;1;Neutra;0;1;0;1;no critico;0;0;0;0;0;0;0;0
puntual;PUNTUAL;;403;0,03%;1;;;;;;;;;;;;;;
carlos;NOMBRE;;403;0,03%;1;;;;;;;;;;;;;;
escribi;ESCRIBIR;;402;0,03%;1;;;;;;;;;;;;;;
bancos;BANCO;;401;0,03%;1;;;;;;;;;;;;;;
afilie;AFILIAR;;400;0,03%;1;Neutra;0;1;0;1;no critico;0;3;0;0;7;0;0;7
ahorita;AHORA;;392;0,03%;1;;;;;;;;;;;;;;
cerro;CERRO;;391;0,03%;1;Negativa;1;0;0;-5;no critico;5;0;5;0;0;0;5;0
perdon;PERDON;;390;0,03%;1;Neutra;0;1;0;0;no critico;0;0;0;0;0;0;0;0
dejar;DEJAR;;387;0,03%;1;Neutra;0;1;0;-1;no critico;0;0;0;0;0;0;0;0
registrado;REGISTRO;;386;0,03%;1;Neutra;0;1;0;0;no critico;0;0;0;0;0;0;0;0
indican;INDICAR;;386;0,03%;1;Neutra;0;1;0;0;no critico;0;9;0;0;0;0;0;0
explicar;EXPLICAR;;385;0,03%;1;;;;;;;;;;;;;;
adicionales;ADICIONAL;;384;0,03%;1;;;;;;;;;;;;;;
revisando;REVISAR;;383;0,03%;1;;;;;;;;;;;;;;
incluso;INCLUSO;;383;0,03%;1;;;;;;;;;;;;;;
trabajando;TRABAJAR;;380;0,03%;1;;;;;;;;;;;;;;
venido;VENIR;;380;0,03%;1;;;;;;;;;;;;;;
pense;PENSAR;;380;0,03%;1;;;;;;;;;;;;;;
pido;PEDIR;;379;0,03%;1;;;;;;;;;;;;;;
casa;CASA;;379;0,03%;1;Neutra;0;1;0;0;no critico;0;0;8;0;0;0;0;0
reprogramado;REPROGRAMAR;;378;0,03%;1;;;;;;;;;;;;;;
genial;GENIAL;;378;0,03%;1;Positiva;0;0;1;3;no critico;0;0;0;0;0;0;0;0
miercoles;DIA;;377;0,03%;1;;;;;;;;;;;;;;
visto;VER;;376;0,03%;1;;;;;;;;;;;;;;
entendido;ENTENDER;;375;0,03%;1;Positiva;0;0;1;5;no critico;0;7;0;0;0;0;0;7
recibido;RECIBIR;;374;0,03%;1;Neutra;0;1;0;0;no critico;0;0;0;0;0;0;0;0
oki;OK;;374;0,03%;1;;;;;;;;;;;;;;
ponerlo;PONER;;374;0,03%;1;;;;;;;;;;;;;;
mediante;MEDIANTE;;374;0,03%;1;Neutra;0;1;0;0;no critico;0;0;0;0;0;0;0;0
consultas;CONSULTAR;;374;0,03%;1;Neutra;0;1;0;0;no critico;0;8;0;8;0;0;0;0
asesor;ASESOR;;374;0,03%;1;Neutra;0;1;0;1;no critico;5;0;0;0;5;0;0;5
proceder;PROCEDER;;373;0,03%;1;Neutra;0;1;0;0;no critico;0;0;0;0;0;0;0;0
contrato;CONTRATAR;;373;0,03%;1;Positiva;0;0;1;5;no critico;0;3;0;0;8;0;0;9
enero;MES;;373;0,03%;1;Neutra;0;1;0;0;no critico;0;0;0;0;0;0;0;0
totalidad;TOTAL;;372;0,03%;1;;;;;;;;;;;;;;
transferencia;TRANSFERENCIA;;372;0,03%;1;;;;;;;;;;;;;;
revolvente;REVOLVENTE;;372;0,03%;1;;;;;;;;;;;;;;
imposible;IMPOSIBLE;;370;0,03%;1;;;;;;;;;;;;;;
covid;COVID;;370;0,03%;1;;;;;;;;;;;;;;
desgravamen;DESGRAVAMEN;;369;0,03%;1;;;;;;;;;;;;;;
constancia;CONSTANCIA;;369;0,03%;1;Neutra;0;1;0;0;no critico;0;0;0;0;0;0;0;0
segunda;SEGUNDO;;368;0,03%;1;;;;;;;;;;;;;;
momentos;MOMENTO;;368;0,03%;1;;;;;;;;;;;;;;
financiar;FINANCIAR;;368;0,03%;1;;;;;;;;;;;;;;
tardes;ND;;367;0,03%;1;;;;;;;;;;;;;;
okey;OK;;367;0,03%;1;;;;;;;;;;;;;;
atendiendo;ATENDER;;365;0,03%;1;;;;;;;;;;;;;;
aparte;APARTE;;364;0,03%;1;;;;;;;;;;;;;;
disponible;DISPONIBLE;;363;0,03%;1;;;;;;;;;;;;;;
actualmente;ACTUAL;;361;0,03%;1;Neutra;0;1;0;0;no critico;0;0;0;0;0;0;0;0
cancelo;CANCELAR;;360;0,03%;1;Negativa;1;0;0;-3;critico;10;0;8;7;0;7;0;0
presentar;PRESENTAR;;359;0,03%;1;Neutra;0;1;0;0;no critico;0;0;0;0;0;0;0;0
ofrecieron;OFRECER;;359;0,03%;1;;;;;;;;;;;;;;
deberian;DEBER;;359;0,03%;1;;;;;;;;;;;;;;
deposito;DEPOSITO;;358;0,03%;1;;;;;;;;;;;;;;
paga;PAGAR;;357;0,03%;1;Neutra;0;1;0;-1;no critico;0;0;0;0;0;0;0;0
condiciones;CONDICION;;357;0,03%;1;;;;;;;;;;;;;;
pedro;NOMBRE;;354;0,03%;1;;;;;;;;;;;;;;
peru;LUGAR;;354;0,03%;1;Neutra;0;1;0;0;no critico;0;0;0;0;0;0;0;0
consumido;CONSUMOS;;354;0,03%;1;;;;;;;;;;;;;;
viendo;VER;;353;0,03%;1;;;;;;;;;;;;;;
puesto;PUESTO;;353;0,03%;1;Negativa;1;0;0;-2;no critico;0;0;0;0;0;0;0;0
facturado;FACTURA;;352;0,03%;1;;;;;;;;;;;;;;
final;FIN;;352;0,03%;1;;;;;;;;;;;;;;
reprograme;REPROGRAMAR;;351;0,03%;1;;;;;;;;;;;;;;
cobrarian;COBRAR;;350;0,03%;1;;;;;;;;;;;;;;
completo;COMPLETO;;350;0,03%;1;;;;;;;;;;;;;;
jueves;DIA;;350;0,03%;1;;;;;;;;;;;;;;
igualmente;IGUAL;;349;0,03%;1;;;;;;;;;;;;;;
fraccionado;FRACCIONAR;;349;0,03%;1;;;;;;;;;;;;;;
cambiar;CAMBIO;;349;0,03%;1;Neutra;0;1;0;0;no critico;0;0;7;0;0;0;0;0
comento;COMENTAR;;349;0,03%;1;;;;;;;;;;;;;;
vencida;VENCER;;347;0,02%;1;;;;;;;;;;;;;;
alli;AHÍ;;347;0,02%;1;;;;;;;;;;;;;;
sucede;SUCEDER;;346;0,02%;1;;;;;;;;;;;;;;
eduardo;NOMBRE;;346;0,02%;1;;;;;;;;;;;;;;
vino;VENIR;;345;0,02%;1;;;;;;;;;;;;;;
saluda;SALUDAR;;344;0,02%;1;Neutra;0;1;0;1;no critico;0;0;0;0;0;0;0;0
metro;MARCA;;343;0,02%;1;;;;;;;;;;;;;;
ingresos;INGRESO;;343;0,02%;1;;;;;;;;;;;;;;
solicitando;SOLICITAR;;341;0,02%;1;Neutra;0;1;0;0;no critico;0;0;0;0;0;0;0;0
mira;MIRAR;;340;0,02%;1;;;;;;;;;;;;;;
dicha;DECIR;;340;0,02%;1;;;;;;;;;;;;;;
aproximadamente;APROXIMADAMENTE;;340;0,02%;1;;;;;;;;;;;;;;
mande;MANDAR;;338;0,02%;1;;;;;;;;;;;;;;
habra;HABER;;338;0,02%;1;;;;;;;;;;;;;;
recibi;RECIBIR;;337;0,02%;1;Neutra;0;1;0;0;no critico;0;0;0;0;0;0;0;0
responden;RESPONDER;;335;0,02%;1;;;;;;;;;;;;;;
enviado;ENVIAR;;335;0,02%;1;Neutra;0;1;0;0;no critico;0;8;0;0;0;0;0;8
contesta;CONTESTAR;;335;0,02%;1;;;;;;;;;;;;;;
procedio;PROCEDER;;334;0,02%;1;;;;;;;;;;;;;;
conforme;CONFORME;;334;0,02%;1;;;;;;;;;;;;;;
mire;MIRAR;;332;0,02%;1;;;;;;;;;;;;;;
exonerar;EXONERAR;;330;0,02%;1;Positiva;0;0;1;2;no critico;0;0;0;0;0;0;0;0
registro;REGISTRO;;329;0,02%;1;;;;;;;;;;;;;;
mercado;MERCADO;;329;0,02%;1;;;;;;;;;;;;;;
dije;DECIR;;329;0,02%;1;;;;;;;;;;;;;;
automaticamente;ATOMATICO;;329;0,02%;1;;;;;;;;;;;;;;
pesar;PESAR;;325;0,02%;1;;;;;;;;;;;;;;
buenos;BUENO;;325;0,02%;1;;;;;;;;;;;;;;
