1,Palabra,Grupo,Entidad,Frecuencia,Porcentaje,Pareto,Polaridad,Negativa,Neutra,Positiva,Puntuacion,Critica,Molestia,Duda,Disgusto,Miedo,Alegria,Tristeza,Sorpresa,Confianza
279,tema,tema,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280,envien,enviar,,1862,0,1,Neutra,0,1,0,0,no critico,0,8,0,0,0,0,0,8
281,santos,nombre,,996,0,0,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
282,llamada,llamar,,878,0,1,Neutra,0,1,0,0,no critico,0,7,0,0,0,0,0,7
283,trabajador,trabajador,,937,937,1,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
284,solicite,solicitar,,4414,0,1,Neutra,0,1,0,0,no critico,0,9,0,0,0,0,0,2
285,llamo,llamar,,878,0,1,Neutra,0,1,0,0,no critico,0,7,0,0,0,0,0,7
286,debito,debitar,,826,0,1,Negativa,1,0,0,-3,critico,0,9,0,8,0,0,0,0
287,indica,indicar,,394,394,0,Neutra,0,1,0,0,no critico,0,9,0,0,0,0,0,0
288,luna,luna,,426,426,0,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
289,pregunta,preguntar,,217,0,0,Neutra,0,1,0,0,no critico,0,10,0,0,0,0,0,0
290,aparece,aparecer,,344,0,0,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
291,listo,listo,,216,216,0,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,5
292,adicional,adicional,,8061,8061,1,Neutra,0,1,0,1,no critico,0,0,0,0,0,0,0,0
293,recien,reciente,,257,0,0,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
294,afiliacion,afiliar,,527,0,1,Positiva,0,1,1,5,no critico,0,3,0,0,7,0,0,7
295,renovacion,renovar,,331,0,0,Positiva,0,0,1,5,no critico,0,0,0,0,7,0,0,9
296,cuota,cuota,,362,362,0,Neutra,0,1,0,0,no critico,0,7,0,0,0,0,0,0
297,desafiliarme,desafiliar,,209,0,0,Negativa,1,0,0,-5,critico,9,7,9,0,0,8,0,0
298,encuentro,encontrar,,1171,0,1,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
299,figura,figurar,,332,0,0,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
300,total,total,,701,701,1,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
301,acceder,acceder,,538,538,0,Neutra,0,1,0,0,no critico,0,0,0,2,0,0,0,3
302,mensaje,mensaje,,275,275,0,Neutra,0,1,0,0,no critico,0,8,0,0,0,0,0,0
303,aqui,aqui,,545,0,0,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
304,llamaron,llamar,,878,0,1,Neutra,0,1,0,0,no critico,0,7,0,0,0,0,0,7
305,sanna,marca,,1137,0,0,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
306,cuesta,costo,,1337,1337,1,Neutra,0,1,0,0,no critico,0,8,0,0,0,0,0,0
307,personas,persona,,933,933,1,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
308,tendria,tener,,546,546,0,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
309,adquiri,adquirir,,1660,1660,1,Neutra,0,1,0,0,no critico,0,0,0,5,5,0,0,8
310,app,app,,628,628,0,Neutra,0,1,0,0,no critico,0,0,0,5,0,0,0,0
311,van,ir,,576,0,0,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
312,oficina,oficina,,915,915,1,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
313,pension,pension,,281,281,0,Neutra,0,1,0,0,no critico,0,8,0,0,0,0,0,0
314,aprobado,aprobar,,243,0,0,Neutra,0,1,0,0,no critico,0,0,0,0,6,0,0,6
315,obtener,obtener,,392,392,0,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
316,personal,personal,,245,245,0,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
317,error,error,,351,351,0,Negativa,1,0,0,-5,critico,10,7,10,8,0,0,0,0
318,miraflores,lugar,,952,0,0,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
319,essalud,marca,,1137,0,0,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
320,podia,poder,,21827,0,1,Neutra,0,1,0,1,no critico,0,8,0,0,0,0,0,0
321,uso,usar,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
322,marzo,mes,,1604,1604,1,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
323,piden,pedir,,152,152,0,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
324,seguir,seguir,,288,288,0,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
325,disculpe,disculpar,,252,0,0,Positiva,0,0,1,3,no critico,5,8,5,0,5,0,0,5
326,indican,indicar,,394,394,0,Neutra,0,1,0,0,no critico,0,9,0,0,0,0,0,0
327,ayuda,ayudar,,3141,3141,1,Neutra,0,1,0,1,no critico,0,0,0,0,8,0,7,9
328,consultas,consultar,,21754,0,1,Neutra,0,1,0,-1,no critico,0,9,0,0,0,0,0,0
329,llegado,llegar,,459,0,0,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
330,enviado,enviar,,1862,0,1,Neutra,0,1,0,0,no critico,0,8,0,0,0,0,0,8
331,emergencia,emergencia,,1137,1137,1,Negativa,1,0,0,-5,critico,8,9,0,10,0,8,0,0
332,certificado,certificado,,499,499,0,Neutra,0,1,0,0,no critico,0,7,0,0,0,0,0,0
333,comunicarme,comunicar,,610,0,0,Neutra,0,1,0,0,no critico,0,8,0,0,0,0,8,0
334,dicho,decir,,734,0,1,Neutra,0,1,0,0,no critico,0,6,0,0,0,0,0,0
335,habia,haber,,196,0,0,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
336,juan,nombre,,996,0,0,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
337,domicilio,domicilio,,1642,1642,1,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
338,lineal,lineal,,243,243,0,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
339,anular,anular,,251,251,0,Negativa,1,0,0,-5,critico,10,0,9,0,0,9,0,0
340,sacar,sacar,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
341,aprobacion,aprobar,,243,0,0,Neutra,0,1,0,0,no critico,0,0,0,0,6,0,0,6
342,esperar,esperar,,6575,0,1,Negativa,1,0,0,-5,critico,10,6,10,0,0,0,0,0
343,interesado,interesar,,239,0,0,Positiva,0,0,1,5,no critico,0,9,0,0,0,0,0,9
344,surco,lugar,,952,0,0,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
345,walter,nombre,,996,0,0,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
346,indicar,indicar,,394,394,0,Neutra,0,1,0,0,no critico,0,9,0,0,0,0,0,0
347,miyasato,nombre,,996,0,0,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
348,planilla,planilla,,344,344,0,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
349,procedimiento,procedimiento,,368,368,0,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,10
350,email,correo,,7749,7749,1,Neutra,0,1,0,1,no critico,0,4,0,0,0,0,0,0
351,recibo,recibir,,195,195,0,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
352,lote,lote,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
353,carabayllo,lugar,,952,0,0,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
354,ninguna,ninguno,,426,0,0,Neutra,0,1,0,0,no critico,0,7,0,0,0,0,0,0
355,automatico,automatico,,708,708,1,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
356,brindar,brindar,,592,592,0,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,6
357,dentro,dentro,,370,370,0,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
358,copia,copiar,,368,0,0,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
359,nacional,nacion,,932,0,1,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
360,usted,usted,,1414,0,1,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
361,nro,numero,,5209,5209,1,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
362,renovar,renovar,,331,0,0,Positiva,0,0,1,5,no critico,0,0,0,0,7,0,0,9
363,anterior,antes,,225,0,0,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
364,cobrar,cobrar,,569,0,1,Negativa,1,0,0,-3,critico,8,0,7,0,0,0,5,0
365,enviarme,enviar,,1862,0,1,Neutra,0,1,0,0,no critico,0,8,0,0,0,0,0,8
366,nelly,nombre,,996,0,0,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
367,costos,costo,,1337,1337,1,Neutra,0,1,0,0,no critico,0,8,0,0,0,0,0,0
368,interesada,interesar,,239,0,0,Positiva,0,0,1,5,no critico,0,9,0,0,0,0,0,9
369,segun,segun,,315,315,0,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
370,internacional,internacional,,269,269,0,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
371,cierto,cierto,,172,172,0,Neutra,0,1,0,0,no critico,0,8,0,0,0,0,0,0
372,formato,formato,,571,571,0,Neutra,0,1,0,0,no critico,0,7,0,7,0,0,0,0
373,siempre,siempre,,299,299,0,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
374,dan,dar,,393,393,0,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
375,duda,dudar,,5118,0,1,Neutra,0,1,0,1,no critico,0,10,7,0,0,0,0,0
376,preventivo,prevenir,,421,0,0,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
377,solicitando,solicitar,,4414,0,1,Neutra,0,1,0,0,no critico,0,9,0,0,0,0,0,2
378,mail,correo,,7749,7749,1,Neutra,0,1,0,1,no critico,0,4,0,0,0,0,0,0
379,igual,igual,,604,604,0,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
380,noviembre,mes,,1604,1604,1,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
381,parece,parecer,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
382,mal,correo,,7749,7749,1,Neutra,0,1,0,1,no critico,0,4,0,0,0,0,0,0
383,ayudarme,ayudar,,3141,3141,1,Neutra,0,1,0,1,no critico,0,0,0,0,8,0,7,9
384,cuotas,cuota,,362,362,0,Neutra,0,1,0,0,no critico,0,7,0,0,0,0,0,0
385,espacio,espacio,,494,494,0,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
386,isidro,lugar,,952,0,0,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
387,pendiente,pendiente,,287,287,0,Negativa,1,0,0,-4,critico,10,8,7,0,0,0,0,0
388,despues,despues,,208,208,0,Neutra,0,1,0,-1,no critico,0,0,0,0,0,0,0,0
389,borja,lugar,,952,0,0,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
390,trujillo,lugar,,952,0,0,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
391,veces,veces,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
392,posterior,posterior,,260,260,0,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
393,papa,familia,,326,326,0,Neutra,0,1,0,0,no critico,0,8,0,0,0,0,0,0
394,vivo,vivir,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
395,familia,familia,,326,326,0,Neutra,0,1,0,0,no critico,0,8,0,0,0,0,0,0
396,paso,pasar,,381,381,0,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
397,delantera,delantera,,906,0,1,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
398,edad,edad,,433,433,0,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
399,linea,linea,,1301,1301,1,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
400,familiar,familia,,326,326,0,Neutra,0,1,0,0,no critico,0,8,0,0,0,0,0,0
401,dieron,dar,,393,393,0,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
402,envian,enviar,,1862,0,1,Neutra,0,1,0,0,no critico,0,8,0,0,0,0,0,8
403,santa,lugar,,952,0,0,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
404,tampoco,tampoco,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
405,maria,nombre,,996,0,0,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
406,tarde,tardes,,206,0,0,Negativa,1,0,0,-4,critico,9,0,10,0,0,0,0,0
407,contacto,contactar,,9815,0,1,Neutra,0,1,0,1,no critico,0,7,0,0,0,0,0,0
408,pague,pagar,,2559,0,1,Neutra,0,1,0,0,no critico,7,9,7,0,0,0,0,0
409,contrasena,contrasena,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
410,comunique,comunicar,,610,0,0,Neutra,0,1,0,0,no critico,0,8,0,0,0,0,8,0
411,nueva,nuevo,,394,394,0,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
412,pedir,pedir,,152,152,0,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
413,presentar,presentar,,305,305,0,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
414,proveedor,proveer,,224,0,0,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
415,primera,primero,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
416,recibi,recibir,,195,195,0,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
417,cargo,cargar,,191,0,0,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
418,clave,clave,,178,178,0,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
419,misma,mismo,,777,777,1,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
420,planes,plan,,1442,1442,1,Neutra,0,1,0,0,no critico,0,9,0,0,0,0,0,9
421,reporte,reportar,,280,0,0,Negativa,1,0,0,-4,critico,9,8,9,7,0,0,0,0
422,link,link,,954,954,1,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
423,prima,prima,,211,211,0,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,10
424,proceso,procesar,,310,0,0,Neutra,0,1,0,0,no critico,0,8,0,0,0,0,0,0
425,requisitos,requisito,,179,0,0,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,7
426,multisalud,multisalud,,209,209,0,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
427,quiere,querer,,4219,0,1,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
428,menos,menor,,591,591,0,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
429,puerta,puerta,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
430,vence,vencer,,167,0,0,Neutra,0,1,0,0,no critico,8,10,9,0,0,0,0,0
431,lunes,dia,,2091,0,0,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
432,asegurada,asegurado,,1222,1222,1,Neutra,0,1,0,0,no critico,0,0,0,0,5,0,0,5
433,asegurar,asegurar,,361,361,0,Positiva,0,0,1,3,no critico,0,0,0,0,7,0,0,7
434,beneficio,beneficio,,2673,0,1,Neutra,0,1,0,0,no critico,0,0,0,0,8,0,6,8
435,cualquier,cualquier,,606,606,0,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
436,callao,lugar,,952,0,0,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
437,universitario,universidad,,204,0,0,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
438,ahorro,ahorrar,,210,0,0,Neutra,0,1,0,0,no critico,0,4,0,0,0,0,0,3
439,nuevamente,nuevamente,,503,503,0,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
440,telefonica,telefonico,,889,0,1,Negativa,1,0,0,-3,critico,0,0,0,0,0,0,0,0
441,afiliar,afiliar,,527,0,1,Positiva,0,1,1,5,no critico,0,3,0,0,7,0,0,7
442,deberia,deber,,732,0,1,Neutra,0,1,0,0,no critico,7,7,7,0,0,0,9,0
443,internet,internet,,157,157,0,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
444,huancayo,lugar,,952,0,0,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
445,piura,lugar,,952,0,0,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
446,menor,menor,,591,591,0,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
447,usuario,usuario,,313,313,0,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
448,acerca,acerca,,187,187,0,Neutra,0,1,0,0,no critico,0,3,0,0,0,0,0,0
449,urgente,urgencia,,146,0,0,Negativa,1,0,0,-5,critico,0,10,0,9,0,7,0,0
450,amable,amabilidad,,1606,0,1,Positiva,0,0,1,5,no critico,0,0,0,0,9,0,0,10
451,detalle,detallar,,1096,0,1,Neutra,0,1,0,0,no critico,0,9,0,0,0,0,0,0
452,solucion,solucionar,,155,0,0,Neutra,0,1,0,0,no critico,0,0,0,0,10,0,0,10
453,conmigo,conmigo,,132,132,0,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
454,express,express,,137,137,0,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
455,cristales,cristales,,142,142,0,Neutra,0,1,0,0,no critico,0,7,0,0,0,0,0,0
456,julio,nombre,,996,0,0,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
457,mama,familia,,326,326,0,Neutra,0,1,0,0,no critico,0,8,0,0,0,0,0,0
458,padres,familia,,326,326,0,Neutra,0,1,0,0,no critico,0,8,0,0,0,0,0,0
459,actual,actual,,621,0,0,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
460,requiero,requerir,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
461,contratado,contratar,,441,441,0,Positiva,0,0,1,5,no critico,0,3,0,0,8,0,0,9
462,derecho,derecho,,169,169,0,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
463,hacerme,hacer,,1886,1886,1,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
464,hecho,hacer,,1886,1886,1,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
465,mayor,mayor,,1726,1726,1,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
466,nadie,nadie,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
467,semanas,semana,,648,648,0,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
468,viajes,viajar,,751,0,1,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
469,vigencia,vigencia,,1562,1562,1,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
470,provincia,provincia,,279,279,0,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
471,quedo,quedar,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
472,area,area,,1573,1573,1,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
473,ciudad,ciudad,,481,481,0,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
474,molina,lugar,,952,0,0,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
475,servicios,servicio,,956,956,1,Neutra,0,1,0,0,no critico,0,9,0,0,0,0,0,0
476,existe,existir,,132,0,0,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
477,madre,familia,,326,326,0,Neutra,0,1,0,0,no critico,0,8,0,0,0,0,0,0
478,retorno,retornar,,294,0,0,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
479,comunico,comunicar,,610,0,0,Neutra,0,1,0,0,no critico,0,8,0,0,0,0,8,0
480,garantia,garantia,,664,664,1,Positiva,0,0,1,5,no critico,0,6,0,0,0,0,0,8
481,sigue,seguir,,288,288,0,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
482,actualizar,actualizar,,246,246,0,Neutra,0,1,0,0,no critico,0,4,0,0,0,0,0,4
483,camioneta,vehiculo,,1873,1873,1,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
484,horas,hora,,1689,0,1,Neutra,0,1,0,0,no critico,0,7,0,0,0,0,0,0
485,ingreso,ingresar,,3479,3479,1,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
486,universidad,universidad,,204,0,0,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
487,hacen,hacer,,1886,1886,1,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
488,centro,central,,1827,1827,1,Neutra,0,1,0,-1,no critico,0,0,0,0,0,0,0,2
489,realizado,realizar,,1836,1836,1,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
490,contrate,contratar,,441,441,0,Positiva,0,0,1,5,no critico,0,3,0,0,8,0,0,9
491,oficinas,oficina,,915,915,1,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
492,solicitado,solicitar,,4414,0,1,Neutra,0,1,0,0,no critico,0,9,0,0,0,0,0,2
493,demora,demorar,,172,0,0,Negativa,1,0,0,-5,critico,8,0,8,0,0,0,0,0
494,independiente,independiente,,204,204,0,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
495,opciones,opcion,,3476,3476,1,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
496,pasar,pasar,,381,381,0,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
497,afiliadas,afiliar,,527,0,1,Positiva,0,1,1,5,no critico,0,3,0,0,7,0,0,7
498,general,generar,,320,0,0,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
499,hora,hora,,1689,0,1,Neutra,0,1,0,0,no critico,0,7,0,0,0,0,0,0
500,presente,presentar,,305,305,0,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
501,senor,senor (es),,349,0,0,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
502,sino,sino,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
503,octubre,mes,,1604,1604,1,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
504,unidad,unidad,,204,204,0,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
505,ademas,ademas,,152,152,0,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
506,central,central,,1827,1827,1,Neutra,0,1,0,-1,no critico,0,0,0,0,0,0,0,2
507,coberturas,cobertura,,4846,4846,1,Neutra,0,1,0,-1,no critico,0,0,0,0,0,0,0,0
508,preferente,preferir,,164,0,0,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
509,mayo,mes,,1604,1604,1,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
510,digame,decir,,734,0,1,Neutra,0,1,0,0,no critico,0,6,0,0,0,0,0,0
511,hicieron,hacer,,1886,1886,1,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
512,jose,nombre,,996,0,0,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
513,cancelacion,cancelar,,1024,1024,1,Negativa,1,0,0,-5,critico,9,0,8,7,0,9,0,0
514,entrar,entrar,,119,119,0,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
515,esperando,esperar,,6575,0,1,Negativa,1,0,0,-5,critico,10,6,10,0,0,0,0,0
516,pues,pues,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
517,motivo,motivo,,346,346,0,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
518,reposicion,reponer,,117,0,0,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
519,toda,todo,,734,0,1,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
520,descuentan,descontar,,735,0,1,Negativa,1,0,0,-5,critico,8,7,8,0,0,0,7,0
521,registrarme,registrar,,1702,0,1,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
522,colegio,colegio,,119,119,0,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
523,iban,iba,,116,0,0,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
524,interbank,marca,,1137,0,0,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
525,lado,lado,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
526,periodo,periodo,,269,269,0,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
527,aseguradora,aseguradora,,134,134,0,Positiva,0,0,1,3,no critico,0,0,0,0,7,0,0,7
528,medica,medico,,945,0,1,Negativa,1,0,0,-5,critico,0,0,0,8,0,0,0,0
529,pagado,pagar,,2559,0,1,Neutra,0,1,0,0,no critico,7,9,7,0,0,0,0,0
530,realice,realizar,,1836,1836,1,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
531,directamente,directo,,788,0,1,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
532,fondo,fondo,,189,189,0,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
533,mejor,mejor,,130,130,0,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
534,varios,variar,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
535,afiliarme,afiliar,,527,0,1,Positiva,0,1,1,5,no critico,0,3,0,0,7,0,0,7
536,afilie,afiliar,,527,0,1,Positiva,0,1,1,5,no critico,0,3,0,0,7,0,0,7
537,deuda,deuda,,162,162,0,Negativa,1,0,0,-5,critico,7,9,7,0,0,0,0,0
538,indicando,indicar,,394,394,0,Neutra,0,1,0,0,no critico,0,9,0,0,0,0,0,0
539,pasada,pasado,,404,404,0,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
540,pidiendo,pedir,,152,152,0,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
541,perdon,perder,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
542,tratando,tratar,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
543,ultimo,ultimo,,360,360,0,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
544,baja,bajar,,681,0,1,Neutra,0,1,0,0,no critico,0,7,0,0,0,0,0,0
545,confirmacion,confirmar,,587,587,0,Neutra,0,1,0,0,no critico,0,8,0,8,0,0,8,0
546,falta,faltar,,143,0,0,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
547,alguien,alguien,,111,111,0,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
548,facturas,facturar,,322,0,0,Neutra,0,1,0,0,no critico,0,9,0,8,0,0,0,0
549,haber,haber,,196,0,0,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
550,import,importar,,110,0,0,Neutra,0,1,0,0,no critico,0,9,0,0,0,0,0,0
551,lista,listar,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
552,llama,llamar,,878,0,1,Neutra,0,1,0,0,no critico,0,7,0,0,0,0,0,7
553,siniestralidad,siniestro,,2271,2271,1,Negativa,1,0,0,-5,critico,9,0,9,9,0,7,0,0
554,apoyo,apoyar,,112,0,0,Neutra,0,1,0,0,no critico,0,0,0,0,4,0,0,4
555,comunicacion,comunicar,,610,0,0,Neutra,0,1,0,0,no critico,0,8,0,0,0,0,8,0
556,darme,dar,,393,393,0,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
